ID	MosquitoSpecies	Landscape	BloodSource_Species	BloodSource_Class1	BloodSource_Class2	BloodSource_Class3	BloodSource_Class4	BloodSource_Order	Lat_dec	Long_dec	Location	Database	StudyType	Title	Year	Author1	Author2	Author3	Author4	InstAut1	InstAut2	InstAut3	InstAut4
Alencar2015	Culex_pleuristriatus	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	Reptilia	"Galliformes,Perisodactyla,Squamata,Didelphimorphia,Rodentia,Primates,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Culex_bastagarius	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	Reptilia	"Galliformes,Perisodactyla,Squamata,Didelphimorphia,Rodentia,Primates,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Culex_declarator	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	Reptilia	"Galliformes,Perisodactyla,Squamata,Didelphimorphia,Rodentia,Primates,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Culex_usquatus	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	Reptilia	"Galliformes,Perisodactyla,Squamata,Didelphimorphia,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_aquasalis	wild	"Gallus_gallus_domesticus,Bufo_bufo"	Aves	Amphibia	NA	NA	"Galliformes,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_argyritarsis	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	Mammalia	Aves	NA	NA	"Galliformes,Didelphimorphia,Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_benarrochi	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Didelphimorphia,Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_cruzii	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Rattus_rattus"	Mammalia	Aves	NA	NA	"Galliformes,Didelphimorphia,Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_eiseni	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis"	Mammalia	Aves	NA	NA	"Galliformes,Didelphimorphia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_evansae	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Didelphimorphia,Primates,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_strodei	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	Mammalia	Aves	NA	NA	"Galliformes,Didelphimorphia,Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_triannulatus	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Didelphimorphia,Primates,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_intermedius	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Didelphimorphia,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_minor	wild	Gallus_gallus_domesticus	Aves	NA	NA	NA	Galliformes	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_rangeli	wild	"Gallus_gallus_domesticus,Tropidurus_sp."	Aves	NA	NA	NA	"Galliformes,Squamata"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Coquillettidia_juxtamansonia	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Didelphimorphia,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Mansonia_titillans	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Didelphimorphia,Rodentia,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Hamer2009	Culex_pipiens	urban	"Felis_catus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_virginiana,Procyon_lotor,Sciurus_carolinensis,Odocoileus_virginianus,Spinus_tristis,Falco_sparverius,Turdus_migratorius,Poecile_atricapillus,Cyanocitta_cristata,Toxostoma_rufum,Bombycilla_cedrorum,Spizella_passerina,Serinus_canaria_domestica,Quiscalus_quiscula,Accipiter_cooperii,Sturnus_vulgaris,Dumetella_carolinensis,Haemorhous_mexicanus,Passer_domesticus,Troglodytes_aedon,Zenaida_macroura,Cardinalis_cardinalis,Colaptes_auratus,Agelaius_phoeniceus,Columba_livia,Piranga_olivacea,Melospiza_melodia,Catharus_ustulatus,Catharus_fuscescens"	Mammalia	Aves	NA	NA	NA	41.7	-87.73	"Illinois,USA"	Scopus	article	Host_Selection_by_Culex_pipiens_Mosquitoes_and_West_Nile_Virus_Amplification	2009	Hamer	Kitron	Goldberg	Brawn	Michigan_State_University	Michigan_State_University	Emory_University	University_of_Wisconsin
Hamer2009	Culex_restuans	urban	"Hyla_versicolor,Homo_sapiens_sapiens,Procyon_lotor,Sciurus_carolinensis,Sylvilagus_floridanus,Turdus_migratorius,Cyanocitta_cristata,Molothrus_ater,Quiscalus_quiscula,Sialia_sialis,Sturnus_vulgaris,Spizella_pusilla,Dumetella_carolinensis,Haemorhous_mexicanus,Passer_domesticus,Anas_platyrhynchos,Zenaida_macroura,Cardinalis_cardinalis,Agelaius_phoeniceus,Piranga_olivacea,Melospiza_melodia,Melospiza_georgiana,Catharus_fuscescens"	Amphibia	Mammalia	Aves	NA	"Anura,Primates,Carnivora,Rodentia,Lagomorpha,Passeriformes,Anseriformes,Columbiformes,"	41.7	-87.73	"Illinois,USA"	Scopus	article	Host_Selection_by_Culex_pipiens_Mosquitoes_and_West_Nile_Virus_Amplification	2009	Hamer	Kitron	Goldberg	Brawn	Michigan_State_University	Michigan_State_University	Emory_University	University_of_Wisconsin
Hamer2009	Aedes_vexans	urban	"Felis_catus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_virginiana,Procyon_lotor,Odocoileus_virginianus,Sylvilagus_floridanus,Turdus_migratorius,Gallus_gallus_domesticus,Spizella_passerina,Serinus_canaria_domestica,Haemorhous_mexicanus,Passer_domesticus,Zenaida_macroura,Piranga_olivacea,Meleagris_gallopavo"	Mammalia	Aves	NA	NA	"Carnivora,Primates,Didelphimorphia,Artiodactyla,Lagomorpha,Passeriformes,Galliformes,Columbiformes,"	41.7	-87.73	"Illinois,USA"	Scopus	article	Host_Selection_by_Culex_pipiens_Mosquitoes_and_West_Nile_Virus_Amplification	2009	Hamer	Kitron	Goldberg	Brawn	Michigan_State_University	Michigan_State_University	Emory_University	University_of_Wisconsin
Burkett-Cadena2011	Aedes_sticticus	wild	"Cardinalis_cardinalis,Procyon_lotor,Sylvilagus_aquaticus,Odocoileus_virginianus"	Mammalia	Aves	NA	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Burkett-Cadena2011	Aedes_vexans	wild	"Quiscalus_quiscula,Ardea_herodias,Cardinalis_cardinalis,Podilymbus_podiceps,Sylvilagus_aquaticus,Vireo_griseus,Odocoileus_virginianus,Meleagris_gallopavo"	Mammalia	Aves	NA	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Burkett-Cadena2011	Coquillettidia_perturbans	wild	"Poecile_carolinensis,Haemorhous_mexicanus,Odocoileus_virginianus"	Mammalia	Aves	NA	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Burkett-Cadena2011	Culex_erraticus	wild	"Empidonax_virescens,Castor_canadensis,Botaurus_lentiginosus,Turdus_migratorius,Anhinga_anhinga,Strix_varia,Pantherophis_obsoletus,Passerina_caerulea,Cyanocitta_cristata,Lithobates_catesbeianus,Crotalus_horridus,Poecile_carolinensis,Carolina,Quiscalus_quiscula,Dryophytes_chrysoscelis,Agkistrodon_piscivorus,Bos_taurus,Canis_lupus_familiaris,Terrapene_carolina_carolina,Sylvilagus_floridanus,Sceloporus_undulatus,Coluber_constrictor,Thamnophis_sauritus_sauritus,Megascops_asio,Neotoma_floridana,Neotoma_floridana,Liodytes_rigida_rigida,Ardea_herodias,Ardea_alba,Butorides_virescens,Dumetella_carolinensis,Setophaga_citrina,Haemorhous_mexicanus,Homo_sapiens_sapiens,Geothlypis_formosa,Cardinalis_cardinalis,Mimus_polyglottos,Icterus_spurius,Podilymbus_podiceps,Setophaga_pinus,Dryophytes_femoralis,Nerodia_erythrogaster,Procyon_lotor,Trachemys_scripta_elegans,Archilochus_colubris,Piranga_rubra,Sylvilagus_aquaticus,Baeolophus_bicolor,Vireo_griseus,Odocoileus_virginianus,Sus_scrofa,Meleagris_gallopavo,Aix_sponsa,Hylocichla_mustelina,Coccyzus_americanus,Nyctanassa_violacea"	Mammalia	Aves	NA	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Burkett-Cadena2011	Culex_peccator	wild	"Botaurus_lentiginosus,Lithobates_catesbeianus,Crotalus_horridus,Agkistrodon_piscivorus,Sylvilagus_floridanus,Coluber_constrictor,Thamnophis_sauritus_sauritus,Ardea_herodias,Butorides_virescens,Anolis_carolinensis,Lithobates_clamitans,Dryophytes_cinereus,Homo_sapiens_sapiens,Lithobates_sp.,Nerodia_erythrogaster,Odocoileus_virginianus,Sus_scrofa,Aix_sponsa,Nyctanassa_violacea"	Amphibia	Mammalia	Aves	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Burkett-Cadena2011	Culex_quinquefasciatus	wild	"Turdus_migratorius,Sciurus_carolinensis,Haemorhous_mexicanus,Cardinalis_cardinalis,Mimus_polyglottos,Buteo_jamaicensis,Odocoileus_virginianus,Hylocichla_mustelina"	Mammalia	Aves	NA	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Burkett-Cadena2011	Culex_territans	wild	"Dryophytes_gratiosus,Dryophytes_avivoca,Lithobates_catesbeianus,Dryophytes_chrysoscelis,Lithobates_clamitans,Dryophytes_cinereus,Lithobates_sp.,Dryophytes_femoralis,Anaxyrus_terrestris,Pseudacris_crucifer,Dryophytes_squirellus"	Amphibia	NA	NA	NA	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host_reproductive_phenology_drives_seasonal_patterns_of_host_use_in_mosquitoes	2011	Burkett-Cadena	McClure	Ligon	Graham	Auburn_University	Auburn_University	Auburn_University	Auburn_University
Lura2012	Culex_erythrothorax	wild	"Corvus_brachyrhynchos,Passer_domesticus,Carpodacus_mexicanus,Zenaida_macroura"	Aves	NA	NA	NA	NA	33.870608	-117.118572	"California,USA"	Scopus	article	Host_(avian)_biting_preference_of_southern_california_Culex_mosquitoes_(Diptera:_Culicidae)	2012	Lura	Cummings	Velten	Collibus	University_of_California	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District
Lura2012	Culex_tarsalis	wild	"Corvus_brachyrhynchos,Passer_domesticus,Carpodacus_mexicanus,Zenaida_macroura"	Aves	NA	NA	NA	NA	33.870608	-117.118572	"California,USA"	Scopus	article	Host_(avian)_biting_preference_of_southern_california_Culex_mosquitoes_(Diptera:_Culicidae)	2012	Lura	Cummings	Velten	Collibus	University_of_California	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District
Lura2012	Culex_quinquefasciatus	urban	"Corvus_brachyrhynchos,Passer_domesticus,Carpodacus_mexicanus"	Aves	NA	NA	NA	NA	33.775247	-117.904217	"California,USA"	Scopus	article	Host_(avian)_biting_preference_of_southern_california_Culex_mosquitoes_(Diptera:_Culicidae)	2012	Lura	Cummings	Velten	Collibus	University_of_California	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District
DosSantosSilva2012	Anopheles_albitarsis	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus"	Aves	Mammalia	NA	NA	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Anopheles_albitarsis	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Equus_ferus_caballus,Rattus_rattus"	Aves	Mammalia	NA	NA	NA	-16.665008	-56.793894	"THP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Anopheles_cruzii	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Didelphis_marsupialis,Rattus_rattus"	Aves	Mammalia	NA	NA	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Anopheles_cruzii	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	Aves	Mammalia	NA	NA	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Anopheles_cruzii	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus"	Aves	Mammalia	NA	NA	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Anopheles_evansae	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	Aves	Mammalia	NA	NA	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Anopheles_evansae	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	Aves	Mammalia	NA	NA	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Chagasia_fajardi	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Rattus_rattus"	Aves	Mammalia	NA	NA	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
DosSantosSilva2012	Chagasia_fajardi	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	Aves	Mammalia	NA	NA	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding_patterns_of_mosquitoes_(Diptera:_Culicidae)_in_six_Brazilian_environmental_preservation_areas	2012	DosSantosSilva	Alencar	Costa	Seixas-Lorosa	Instituto_Oswaldo_Cruz_FIOCRUZUniversidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ
