ID	MosquitoSpecies	Landscape	Landscape	BloodSourceSpecies	BloodSource_Class	BloodSource_Order	LatN_dec	LongW_dec	Location	Database	StudyType	Title	Year	Author1	Author2	Author3	Author4	Author5	InstAut1	InstAut2	InstAut3	InstAut4	InstAut5		
Mucci2015	Psorophora_ferox	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_albigenu	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Aedes_scapularis	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.1764	-49.6472	"Riolandia1,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Aedes_serratus	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.1764	-49.6472	"Riolandia1,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_albigenu	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.1764	-49.6472	"Riolandia1,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Aedes_scapularis	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Aedes_serratus	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_albigenu	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_ferox	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_albigenu	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.0991	-49.7522	"Pontes_Gestal,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_ferox	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla"	-20.0991	-49.7522	"Pontes_Gestal,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Aedes_scapularis	forest_secondary_succession	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.0991	-49.7522	"Pontes_Gestal,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Psorophora_albigenu	forest_secondary_succession	rural	"primate,Homo_sapiens_sapiens,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.043	-49.869	"Cardoso,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Mucci2015	Aedes_scapularis	forest_secondary_succession	rural	"primate,Homo_sapiens_sapiens,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	"Mammalia,Aves"	"Primates, Artiodactyla, Perissodactyla, Rodentia"	-20.043	-49.869	"Cardoso,Turvo-Grande,Brazil"	Scopus	article	"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of S∆o Paulo, Brazil"	2015	Mucci L.F.	J£nior R.P.C.	de Paula M.B.	Scandar S.A.S.	"Pacchioni M.L., Fernandes A., Consales C.A."	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil		
Alencar2015	Aedes_scapularis	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia,Reptilia"	"Galliformes, Perissodactyla, Didelphimorphia, Squamata, Rodentia, Primates, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Aedes_serratus	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia,Reptilia"	"Galliformes, Perissodactyla, Didelphimorphia, Squamata, Rodentia, Primates, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_albitarsis	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Perissodactyla, Didelphimorphia, Squamata, Rodentia, Primates, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Coquillettidia_venezuelensis	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus"	"Mammalia,Aves,Reptilia"	"Galliformes, Perisodactyla, Squamata, Didelphimorphia, Rodentia, Primates, Rodentia "	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Culex_pleuristriatus	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia,Reptilia"	"Galliformes, Perisodactyla, Squamata, Didelphimorphia, Rodentia, Primates, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Culex_bastagarius	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia,Reptilia"	"Galliformes, Perisodactyla, Squamata, Didelphimorphia, Rodentia, Primates, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Culex_declarator	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia,Reptilia"	"Galliformes, Perisodactyla, Squamata, Didelphimorphia, Rodentia, Primates, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Culex_usquatus	wild_flooded_area	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia,Reptilia"	"Galliformes, Perisodactyla, Squamata, Didelphimorphia, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_aquasalis	wild_flooded_area	wild	"Gallus_gallus_domesticus,Bufo_bufo"	"Aves,Amphibia"	"Galliformes, Anura "	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_argyritarsis	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	"Mammalia,Aves"	"Galliformes, Didelphimorphia, Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_benarrochi	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Didelphimorphia, Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_cruzii	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Rattus_rattus"	"Mammalia,Aves"	"Galliformes, Didelphimorphia, Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_eiseni	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis"	"Mammalia,Aves"	"Galliformes, Didelphimorphia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_evansae	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Didelphimorphia, Primates, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_strodei	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	"Mammalia,Aves"	"Galliformes, Didelphimorphia, Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_triannulatus	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Didelphimorphia, Primates, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
